YR,MM,DD,PCP,TMAX,TMIN,WDSP,RLTV_HMDT,SLRD
2011,1,1,1.99587336244541,0.28443166734321,-10.9678555209059,9.44131154948959,1.0,-99
2011,1,2,0.0,-4.81550583044437,-13.6689115922418,9.15060739102793,0.991638048623927,-99
2011,1,3,0.0,-1.22238889406503,-13.2553969669938,1.3,0.47,-99
2011,1,4,0.0,1.9709503336544,-7.43408949011446,0.588257461561652,0.49597681809684,-99
2011,1,5,2.0,2.01378630932236,-15.3335054125998,3.93214635894592,0.841742937264642,-99
2011,1,6,0.0,-9.31001300390117,-16.1163908589441,6.36769846869317,0.809469229665758,-99
2011,1,7,0.0,-7.58231009615384,-14.9489141675284,5.40488488422169,0.779007674845963,-99
2011,1,8,0.0,-7.13503556791867,-14.9489141675284,4.41080989590679,0.648626459143969,-99
2011,1,9,0.0,-2.0,-12.7083333333333,1.12721457524067,0.46,-99
2011,1,10,0.0,0.516916540851798,-8.39351126461889,0.8867,0.49,-99
2011,1,11,0.0,2.93058228188032,-5.98775675410709,0.905981271103276,0.545204594400574,-99
2011,1,12,0.0,3.73896514817044,-6.4999405792234,0.971099948437318,0.69,-99
2011,1,13,0.0,0.96587042071956,-11.6282079944494,2.8,0.547896625987078,-99
2011,1,14,0.0,-6.08433447398103,-12.9,5.28278733482922,0.62,-99
2011,1,15,0.0,-1.06956204379562,-12.0,0.695627118106407,0.44,-99
2011,1,16,0.0,0.931867139341381,-7.30143269547843,0.857492720724073,0.679636924002105,-99
2011,1,17,0.0,-0.732561822828552,-8.58192683015972,1.5,0.46,-99
2011,1,18,0.0,-0.0224552922525785,-8.5643836117101,0.8867,0.5,-99
2011,1,19,0.0,3.85081669342431,-8.55122619787289,2.39045293406466,0.52,-99
2011,1,20,0.0,-2.15380300885884,-10.0172389207014,3.53770985794232,0.466710992907801,-99
2011,1,21,0.0,0.201614557540083,-9.71964881877724,0.186358653093187,0.49,-99
2011,1,22,0.0,1.36845287214544,-6.62515093941313,1.8,0.61,-99
2011,1,23,0.0,0.0425610964715159,-7.80833838906719,3.18356489003765,0.340943843476625,-99
2011,1,24,0.0,1.82650378354318,-7.68451000499592,0.3,0.44,-99
2011,1,25,0.0,3.90279110599846,-4.52291131496744,1.35860215053763,0.67,-99
2011,1,26,0.0,2.11934415930198,-6.53559304518562,1.0,0.656503578209435,-99
2011,1,27,0.0,-0.503756163851676,-12.0,7.78743218480949,0.67,-99
2011,1,28,0.0,-5.40224466502957,-12.4977444444444,6.3131431959453,0.726544711185659,-99
2011,1,29,0.0,-3.87811008149959,-12.0017075386013,4.99552786672514,0.531315441315441,-99
2011,1,30,0.0,-2.0,-9.95757096127467,4.29355769976766,0.46,-99
2011,1,31,0.0,-1.0,-9.13787773381843,3.80278340080972,0.47,-99
2011,2,1,0.0,-0.38292513957374,-7.8,3.4,0.549680181314531,-99
2011,2,2,0.0,0.629131280275152,-7.34465287405786,3.23915267521967,0.510451316339323,-99
2011,2,3,0.0,0.535976242262284,-8.03160656847808,2.8,0.630481792717087,-99
2011,2,4,0.0,0.699038188722504,-7.91970664774071,3.0,0.597856898322492,-99
2011,2,5,0.0,2.00206271712592,-7.0,0.9376,0.56,-99
2011,2,6,0.0,3.65854480074649,-3.84824508482228,0.9376,0.713636672325976,-99
2011,2,7,0.0,2.05095675270317,-9.31023790158601,4.94072110150496,0.584693799193703,-99
2011,2,8,0.0,0.774396400899775,-9.14336746152416,2.0,0.6,-99
2011,2,9,0.0,3.4628925739175,-5.52743543543543,1.0,0.851811974149494,-99
2011,2,10,3.85477974022404,4.89355612609958,-9.1542093269052,2.0,0.9488,-99
2011,2,11,0.0,-2.92,-12.1498379116192,6.78000426088809,0.786420006851662,-99
2011,2,12,0.0,-1.0,-12.0321105613377,1.2758913065686,0.588437320023037,-99
2011,2,13,0.0,1.37119349530539,-8.0,1.8,0.581814167786523,-99
2011,2,14,0.0,-0.329133216512489,-8.47937833324355,4.3,0.541558801309494,-99
2011,2,15,0.0,2.0333854586676,-8.60170728884568,4.56115603597657,0.488469255984901,-99
2011,2,16,0.0,-2.29817364075587,-11.3380267241379,7.09770692969857,0.61,-99
2011,2,17,0.0,-1.15762538382804,-11.2329147413043,3.55021438780372,0.49881067961165,-99
2011,2,18,0.0,1.80232945619291,-8.0,1.3,0.456655033557047,-99
2011,2,19,0.0,3.91244623027262,-4.12079450368809,0.933349623116545,0.735348460291734,-99
2011,2,20,0.0,3.54311779251999,-9.50687262144616,3.37499722868862,0.654563279857398,-99
2011,2,21,0.0,2.47624216714761,-8.90391909860732,1.6,0.491984223300971,-99
2011,2,22,0.0,6.072055967307,-3.01921686896159,0.918411641425613,0.625171957671958,-99
2011,2,23,0.0,3.91646880824315,-3.19337290779523,1.8,0.598370421088668,-99
2011,2,24,0.0,9.02576692919863,-2.67876730064948,0.9376,0.87,-99
2011,2,25,0.0,9.3489567953279,-3.20772901369909,2.4,0.756965936097175,-99
2011,2,26,0.0,2.35571704307246,-6.9799851055413,7.00921234460703,0.43,-99
2011,2,27,0.0,4.18853983780756,-5.40677881363409,1.8,0.42,-99
2011,2,28,0.493211418275998,1.83139965684606,-7.02264942879839,2.5,0.63412324929972,-99
2011,3,1,0.0,0.919638075209053,-6.69489171861613,3.24361460617954,0.390338436744561,-99
2011,3,2,0.0,2.887755445452,-5.96418735829232,1.3,0.286765606448791,-99
2011,3,3,0.0,2.05937971377065,-6.45775858401055,1.32222159222993,0.48,-99
2011,3,4,0.0,-0.234370180323054,-9.28425777869057,2.5,0.67,-99
2011,3,5,0.0,-0.129351678120411,-9.25257089207388,5.69904184791562,0.504270568007369,-99
2011,3,6,0.0,1.51351792959754,-6.84709544497693,3.0,0.387642220225341,-99
2011,3,7,0.0,2.70740313389059,-4.92456223219407,0.8,0.624844391971665,-99
2011,3,8,2.0,2.93176756811268,-5.43883555666376,2.83034823257524,0.87,-99
2011,3,9,3.21358778625954,2.1338925435915,-5.33159676165211,3.09217822850361,0.91575898874859,-99
2011,3,10,0.0,3.36186457579915,-4.98934174567293,3.74993139533468,0.58,-99
2011,3,11,0.0,2.45418208734271,-5.10190214519708,1.9,0.424668607807334,-99
2011,3,12,0.0,3.62967206910838,-4.5,0.514439182164722,0.534822591362126,-99
2011,3,13,0.0,4.37241955973656,-2.5,2.08955820743938,0.403768466290626,-99
2011,3,14,0.0,4.54330075870124,-2.3405726626525,1.077,0.584699518479144,-99
2011,3,15,0.0,6.07877844547335,-4.19164762430068,4.2132100019735,0.53003853820598,-99
